Checklist,Clause,Req Name,Details,Project ID,Verification Method
106,8.3.2,"Buckle release, visibility and accessibility","The device for releasing the buckle shall be clearly visible to the wearer and within his easy reach and shall be so designed that it cannot be opened inadvertently or accidentally. The buckle shall also be located in such a position that it is readily accessible to a rescuer needing to release the wearer in an emergency.
The buckle shall be so installed that, both when not under load and when sustaining the wearer's mass, it is capable of being released by the wearer with a single simple movement of either hand in one direction.
In the case of a safety-belts or restraint systems for front outboard seating positions, except if these are harness belts, the buckle shall also be capable of being locked in the same manner.
A check shall be made to ensure that, if the buckle is in contact with the wearer, the width of the contact surface is not less than 46 mm.
A check shall be made to ensure that, if the buckle is in contact with the wearer, the contact surface satisfies the requirements of paragraph 6.2.2.1. of this Regulation.",SRP8-034,N/A
107,8.3.3,Correct operation of retractors,"When the belt is being worn, it shall either adjust automatically to fit the wearer or be so designed that the manual adjusting device is readily accessible to the wearer when seated and is convenient and easy to use. It shall also be possible for it to be tightened with one hand to suit the build of the wearer and the position of the vehicle seat.",SRP8-034,N/A
108,8.3.4,No impedence of the retractors,"Safety-belts or restraint systems incorporating retractors shall be so installed that the retractors are able to operate correctly and stow the strap efficiently. In case of both a belt adjusting device for height as well as a flexible shoulder adjustment device for height, in at least its highest and its lowest position, checks shall be made that the retractor automatically adjusts the strap to the shoulder of the concerned wearer after buckling, as well as that the tongue-plate rolls up in case of an unbuckling.",SRP8-034,N/A
109,8.4.1,Safety-belt Reminder equipment,"The driver seating position of the M1 category of vehicles[10], shall be equipped with a safety-belt reminder satisfying the requirements of this Regulation. Where the vehicle manufacturer provides a safety-belt reminder system on the driver seat in another category of vehicle, the safety-belt reminder system may be approved according to this Regulation.",SRP8-034,Inspection
110,8.4.2.1.1,Safety Belt Visual Reminder,"Visual warning shall be so located as to be readily visible and recognisable in the daylight by the driver and distinguishable from other alerts. Where the visual signal warning employs the colour red, it shall use a symbol in accordance with item 21 in Table 1 of Regulation No. 121",SRP8-034,Inspection
111,8.4.2.1.2,Safety Belt Visual Reminder,Visual warning shall be by continuous or intermittent signal.,SRP8-034,Inspection
112,8.4.2.1.3,Safety-Belt Audible Reminder,"Audible warning shall be by continuous or intermittent sound signal or by vocal information. Where vocal information is employed, the manufacturer shall ensure that the alert uses the language(s) of the market into which the vehicle is sold. This audible warning may be constituted by more than one step.",SRP8-034,Inspection
113,8.4.2.1.4,Safety-Belt Audible Reminder,Audible warning shall be easily recognized by the driver,SRP8-034,Demonstration
114,8.4.2.2,Seat-belt reminder first level,First level warning shall be at least a visual warning activated for 4 seconds or longer when the driver safety-belt is not fastened and the ignition switch is engaged.,SRP8-034,ADR Testing Procedure
115,8.4.2.4,Seat-belt reminder Second level,"Second level warning shall be a visual and audible signal activated for 30 seconds or longer except for cases in which the warning stops for over 3 seconds when the safety-belt is not fastened, when the vehicle is in normal operation and when at least one of the following conditions (or any combination of these conditions), is fulfilled",SRP8-034,ADR Testing Procedure
116,8.4.2.4.1,Seat-belt reminder activiation,Distance driven greater than the distance threshold. The threshold shall not exceed 500 m. The distance the vehicle is not in normal operation shall be excluded,SRP8-034,ADR Testing Procedure
117,8.4.2.4.2,Seat-belt reminder activiation,Speed greater than the speed threshold. The threshold shall not exceed 25 km/h,SRP8-034,ADR Testing Procedure
118,8.4.2.4.3,Seat-belt reminder activiation,Duration time (engine running) greater than the duration time threshold. The threshold shall not exceed 60 seconds. The first level warning duration time and the duration time the vehicle is not in normal operation shall be excluded,SRP8-034,ADR Testing Procedure
119,8.4.2.6,Safety-belt Reminder Deactivation,The safety-belt reminder may be designed to allow deactivation,SRP8-034,N/A
120,8.4.2.6.1,Safety-belt Reminder Deactivation,"In the case of a short term deactivation is provided, it shall be more difficult to deactivate the safety-belt reminder than buckling the safety-belt on and off. When the ignition is switched off for more than 30 minutes and switched on again, a short-term deactivated safety-belt reminder shall reactivate",SRP8-034,N/A
121,8.4.2.6.2,Safety-belt Reminder Deactivation,"In the case that a facility for a long term deactivation is provided, it shall require a sequence of operations to deactivate, that are detailed only in the manufacturer's technical manual and/or which requires the use of tools (mechanical, electrical, digital, etc.) that are not provided with the vehicle.",SRP8-034,N/A
